,tweet,class
431,Nagaland News - 29 JDU functionaries joined LJP.,Politics
432,AAP will contest all 230 seats in Madhya Pradesh.  It seems AAP has decided to be highest contributor to ECI’s funds in 2023 by losing record number of deposits.,Politics
433,PM Modi will inaugurate HAL's helicopter factory in Karnataka on 6th February. It will be the largest helicopter manufacturing facility in India.,Politics
434,Maharashtra News - Nashik MLC Satyajeet Tambe calls Devendra Fadnavis his elder brother &amp; there are high chances he will join BJP officially.,Politics
435,Seat sharing formula for 2024 Haryana Polls should be like this -  BJP : 70 JJP : 12 IND : 8  BJP needs to field several independents in Jat dominated constituencies as BJP symbol might be a hindrance for these hardworking BJP candidates.,Politics
436,Amit Shah : Hemant Soren Govt is the most corrupt Govt in India.,Politics
437,Karnataka News - Ramesh Jarkiholi meets Amit Shah &amp; handsover documents against DK Shivakumar in CD case.,Politics
438,Sikkim News - BJP appoints DR Thapa as new State President.,Politics
439,BRS will contest Maharashtra Assembly polls.  More revenue for ECI &amp; minor division of anti-BJP votes.,Politics
440,Ghulam Nabi Azad : I respect both Ambani &amp; Adani as they have created employment opportunities.,Politics
441,Who is the most handsome CM??,Politics
442,Haryana NDA Govt to give reservation to SC employees in promotions.,Politics
443,BJD MLA Shankar Das accused of rape by his girlfriend.,Politics
444,SC acquitted 3 accused in Chhawla gangrape-murder case of a Uttarakhand woman.  Now one of the accused commits murder.  Judges must have some sort of accountability.,Politics
445,Assam Court gives bail to 24 husbands arrested for child marriage.  What can the Govt do if Courts are in favour of such elements??,Politics
446,Maharashtra Update - BJP fields Ashwini Jagtap &amp; Hemant Rasane for Chinchwad &amp; Kasbapeth bypolls.,Politics
447,Maharashtra is at top amongst states buying EVs through FAME scheme.,Politics
448,Kashmir News - Illegal shopping complex of Hurriyat’s Yasir demolished by J&amp;K administration.,Politics
449,Big News - Dharmendra Pradhan is BJP’s Karnataka election-in-charge &amp; Annamalai is co-incharge.,Politics
450,"Nagaland News - Former NDPP MLA Zale joins NCP.  Small parties like JDU, LJP, RPI(A) &amp; now NCP are more in news than Congress in Nagaland polls.",Politics
451,TMC MLA Babul Supriyo’s car meets with an accident in Birbhum.  Hoping that the car is OK.,Politics
452,Bihar BJP calls Tejaswi Yadav a ‘Babua’ (rookie) in politics.  They said he is acting like CM of state &amp; Nitish is just Home Minister.,Politics
453,Nirmala Sitharaman : There are riots in our neighbouring country to buy 5 kg flour &amp; we are providing free food to 80 crore people.,Politics
454,Delhi News - AAP accused BJP of passing MCD budget through officials.  Khela before MCD Mayor Election.,Politics
455,Pakistan’s Punjab Govt says it can’t provide security to all Chinese nationals &amp; they should hire private security guards.,Politics
456,Source - NDTV  https://t.co/DuAHsFMkFe,Politics
457,An elderly lady in Meghalaya refused to accept gifts from a candidate.   There are some states in India where people ask for money to even cast their vote so such news is definitely worth appreciating.,Politics
458,Nana Patole : BJP leaders helped us in MLC Elections.  We all know who helped &amp; their correct karyakram will be done at appropriate time.,Politics
459,Mumbai BJP President Ashish Shelar announced ‘Latanjali’ event on 6th February to commemorate first death anniversary of Bharat Ratna Lata didi.,Politics
460,Himachal News - BJP suspends 4 leaders for anti-party activities in Assembly polls.,Politics
461,Nagaland News - JDU candidate Kitoho Rotokha joins Chirag Paswan’s LJP.,Politics
462,Former Karnataka CM BSY will make special appearance in a Kannada film.,Politics
463,Nagaland News - NDPP MLA Thongwang joins JDU after he was denied ticket.  Who will poll more votes in Nagaland? JDU or Congress.,Politics
464,Mera India No.1  https://t.co/NmoXtaTF1T,Politics
465,Uttarakhand CM Pushkar Singh Dhami has resolved to free state from drugs menace by 2025. M,Politics
466,MSA in one frame.  https://t.co/O29g2wx1HE,Politics
467,ED attached ₹3.3 crore assets of accused in Saradha scam. Chidambaram’s wife is one of the accused.,Politics
468,Apple CEO Tim Cook : I’m very bullish on India.   Apple will soon open up its first retail store in India. Mumbai will get flagship store &amp; Delhi will get another small store.,Politics
469,Ajit Pawar : Sharad Pawar informed Uddhav Thackeray thrice about likely rebellion of Eknath Shinde but he had faith in his MLAs.,Politics
470,Congress suspends Patiala MP Preneet Kaur who is expected to join BJP.,Politics
471,ML Khattar : Country will go bankrupt by 2030 if OPS is implemented.,Politics
472,Jharkhand News - Sunita Chaudhary of AJSU is NDA candidate for Ramgarh bypoll.,Politics
473,Karnataka Buzz - Actor Sudeep Kiccha might join Congress.,Politics
474,PM Narendra Modi has approval rating of 78% as per global agency Morning Consult.,Politics
475,Shehbaz Sharif : Our economic condition is beyond imagination &amp; we’ll have to agree to all bailout conditions of IMF.,Politics
476,"Assam CM Himanta Biswa Sarma : More than 1,800 people arrested across Assam in massive crackdown against child marriages.",Politics
477,Annamalai : We met both EPS &amp; OPS as we need united &amp; strong AIADMK for bypoll.   Will the two factions unite??,Politics
478,SC refused to remove ban on BBC propaganda documentary.   They shouldn’t have wasted their time on such petty case in first place.,Politics
479,TN News - Annamalai meets EPS. BJP is likely to announce support to AIADMK (EPS) for Erode East bypoll.,Politics
480,J&amp;K News - Administration clears land encroached by former NC Minister Peerzada Shah. Its market value is ₹1 crore.,Politics
481,UP MLC Election Results   BJP : 4 (+1) IND : 1  Samajwadi Party needed one seat to retain Opposition Leader post in Legislative Council but they failed.,Politics
482,"BJP’s Jaipal Singh wins Bareilly-Moradabad MLC constituency by 51,257 votes. SP candidate failed to save his deposit here.  This is Jaipal’s third victory &amp; BJP’s eight consecutive win since 1986.  https://t.co/gDkAZNsp31",Politics
483,Mumbai News - NDA Govt will set up air purifiers in city to ensure clean air for Mumbaikars.,Politics
484,TN News - Two leaves symbol of AIADMK likely to be freezed by ECI. Both factions will contest Erode East bypoll using new symbols.,Politics
485,Delhi News - BJP workers will spread awareness about Central Govt schemes through cycle rallies in city.,Politics
486,4004 cases filed in Assam in the last week against child marriage. Thousands are expected to go to jails.,Politics
487,Union Ministers will reachout to voters on 4th &amp; 5th February &amp; explain important points of budget.,Politics
488,Uttar Pradesh MLC Election Trends -  BJP : 3 IND : 1  Counting for one seat is yet to start.,Politics
489,Maharashtra MLC Election Results -  BJP : 2 MVA : 3   BJP lost Nagpur &amp; Amravati to MVA &amp; snatched Konkan &amp; Nashik from MVA. Zero net change in outcome when compared to 2017 results.,Politics
490,Tripura News - BJP will hold 35 rallies tomorrow &amp; start its election campaign.,Politics
491,NAFED &amp; NCCF will  start selling atta at ₹29.5 per kg under brand name of ‘Bharat Atta’.,Politics
492,Mayawati meets Sukhbir Badal. SAD-BSP alliance might continue in Lok Sabha elections.,Politics
493,ED officials say that AAP used Delhi liquor scam money to fund Goa election campaign.,Politics
494,Maharashtra News - BJP backed candidate Satyajeet Tambe is leading from Nashik MLC constituency.,Politics
495,Maharashtra Update - MVA wins Nagpur Teachers MLC constituency.,Politics
496,As per investigating agencies Kejriwal spoke to Delhi liquor scam accused Sameer Mahendru on FaceTime call &amp; it was arranged by AAP functionary Vijay Nair.,Politics
497,Gujarat News - 23 APMCs will go to polls in next 3 months. BJP starts preparing for these polls.,Politics
498,Madhya Pradesh BJP Govt changes name of Islam Nagar. It will be now known as ‘Jagdishpur’.🔥🔥,Politics
499,Karnataka Congress MLA Suresh Byrathi is distributing Smart TVs to voters ahead of Assembly polls.,Politics
500,"Maharashtra Update - BJP backed candidates trailing in Nagpur, Amravati &amp; Aurangabad MLC constituencies.  BJP held Amravti &amp; Nagpur seats &amp; it seems MVA is snatching these seats from BJP.",Politics
501,BJP’s candidate list for Meghalaya.  https://t.co/AU2FaTVB9D,Politics
502,BJP announced 19 candidates for Nagaland Assembly polls. 1 name pending now.  https://t.co/yshjAYEVpq,Politics
503,MVA candidates leading in Amravati &amp; Aurangabad.,Politics
504,IMF rejects Pakistan’s revised Circular Debt Management Plan.,Politics
505,Maharashtra News - BJP wins Konkan MLC seat.,Politics
506,Haryana News - NDA Govt took decision to have 3 QR codes on all pages of exam papers. If anyone takes photo of paper Board will immediately find out.  If this is successful in curbing paper leaks then other states must follow it.,Politics
507,Chhattisgarh News - JCP Chief Amit Jogi meets KCR. Another induction in BRS??,Politics
508,Gujarat BJP Govt will pass strict laws to deal with paper leak issue.,Politics
509,Former Interior Minister of Pakistan Sheikh Rashid arrested by Islamabad police.,Politics
510,Budget News - Funds allotted for madrasas and minority education reduced from ₹160 crore in 2022-2023 to ₹10 crore in 2023-24 which is a massive cut of 93%.,Politics
511,Meghalaya Update - 300 Congress workers joined BJP in Kharkutta constituency after former INC MLA Omilo Sangma joined BJP yesterday.,Politics
512,Chirag Paswan : Budget has taken care of all sections.,Politics
513,BJP candidates for Assembly bypolls-  https://t.co/J5AwZZSW9k,Politics
514,Adani calls off its FPO. It will return money to investors.,Politics
515,Raman Singh : It is not necessary that you contest polls if you are active in politics. You must take any responsibility that party gives you.,Politics
516,Delhi Mayor Elections on 6th February.,Politics
517,Madhya Pradesh CM Shivraj Chouhan expected to make big announcements in Vidisha on 3rd February.,Politics
518,Swedish scientists criticised Kejriwal’s statement which claimed that spike in air pollution is due to biomass burning by security guards.,Politics
519,Bengal News - Amit Shah will visit state next week. He is expected to address rallies in Birbhum &amp; Hoogly.,Politics
,tweet,class
0,"Pulses are packed with nutrients and have a high protein content, making them an ideal for regions where meat and dairy are not physically or economically accessible.   #WorldPulsesDay @DrJitendraSingh @PrinSciAdvOff @IndiaDST @fssaiindia @AgriGoI @VigyanPrasar @nakulparashar  https://t.co/VjxLqzfMbM",SpaceNews
1,Researchers at the @iiscbangalore have successfully grown bone cells in a culture plate using electric stimulation  Read more:  https://t.co/VxhmUGAURE  @DrJitendraSingh @PrinSciAdvOff @IndiaDST @DBTIndia @CSIRIndia @IndiaDsir @VigyanPrasar @nakulparashar,SpaceNews
2,New collaboration for research on high-altitude medicinal plants 🌱  Read more:  https://t.co/GzyPezbI8Y  @DrJitendraSingh @PrinSciAdvOff @IndiaDST @CSIRIndia @csiriict @VigyanPrasar @nakulparashar,SpaceNews
3,"""नवाचार, पेटेंट, उत्पादन और समृद्धि हो युवा वैज्ञानिकों का मूलमंत्र"" -@DrJitendraSingh  और पढ़े:  https://t.co/IGIdMmubtE  @PrinSciAdvOff @srivaric @DBTIndia @CSIR_IND @IndiaDsir @VigyanPrasar  https://t.co/SI8UZDkA5t",SpaceNews
4,भारतीय प्रौद्योगिकी संस्थान @iit__mandi के शोधकर्ताओं ने तैयार की है सैन्य उपकरणों को दुश्मन के रडार से बचाने की नई तकनीक  और पढ़े:  https://t.co/0eCJoKW8rk                                                                    @DrJitendraSingh @PrinSciAdvOff @IndiaDST @VigyanPrasar,SpaceNews
5,#Remembering Atma Ram on his death anniversary.  @DrJitendraSingh @PrinSciAdvOff @IndiaDST @DBTIndia @insa_academy @arsdcollegedu @VigyanPrasar @nakulparashar  https://t.co/KDNfzBRrz9,SpaceNews
6,अंतरिक्ष कचरा अंतरिक्ष यानों और रोबोटिक मिशनों को खतरे में डाल सकता है। इस बढ़ते मलबे के प्रभावों पर कई अध्ययन कर रहा है @isro   और पढ़े:  https://t.co/30Gs7gXOPd  @DrJitendraSingh @PrinSciAdvOff @IndiaDST @srivaric @VigyanPrasar @nakulparashar,SpaceNews
7,IIT-Hyderabad researchers release first official data from InPTA  Read more:  https://t.co/tuDWizRnlg  @DrJitendraSingh @PrinSciAdvOff @srivaric @isro  @VigyanPrasar @nakulparashar,SpaceNews
8,#Remembering S.N Bose on his death anniversary.  @DrJitendraSingh @PrinSciAdvOff @insa_academy @IndiaDST @VigyanPrasar  https://t.co/5nSjTwY6ik,SpaceNews
9,"Cancer is a leading cause of death worldwide. World Cancer Day is observed to promote cancer awareness, it's prevention, detection, and cure.   #WorldCancerDay #WorldCancerDay2023 #cancer  @DrJitendraSingh @PrinSciAdvOff @IndiaDST @DBTIndia @CSIR_IND @WHO @VigyanPrasar  https://t.co/lA7ngL8FLG",SpaceNews
10,#Remembering D.S Kothari on his Death Anniversary  @DrJitendraSingh @PrinSciAdvOff @DefenceMinIndia @IndiaDST @VigyanPrasar  https://t.co/lCEmtlzIwg,SpaceNews
11,#Remembering T.R. Seshadri on his Birth Anniversary.  https://t.co/H1sff3oFCA,SpaceNews
